image_id,image_path,status,model,elapsed_seconds,finish_reason,raw_ground_truth,normalized_ground_truth,raw_vlm_predictions,normalized_vlm_predictions,tp,fp,fn,precision,recall,f1,exact_match,jaccard,true_positives,false_positives,false_negatives
DSC_5945_JPG_jpg.rf.4251f764e472849445aa75da2d78d06b.jpg,data/raw/test/images/DSC_5945_JPG_jpg.rf.4251f764e472849445aa75da2d78d06b.jpg,success,qwen35-397b,9.51,stop,tomato; strawberry; meat; chicken; carrot; lemon; green apple,tomato; strawberry; meat; chicken; carrot; lemon; apple,apple; cucumber; carrot; tomato; strawberry; meat; sandwich; unknown packaged item; unknown packaged item,apple; cucumber; carrot; tomato; strawberry; meat; sandwich,5,2,2,0.7143,0.7143,0.7143,0,0.5556,apple; carrot; meat; strawberry; tomato,cucumber; sandwich,chicken; lemon
4a4awnmnx2de1_jpeg.rf.1908b305d0d936807037dbb1b0a7c6d2.jpg,data/raw/test/images/4a4awnmnx2de1_jpeg.rf.1908b305d0d936807037dbb1b0a7c6d2.jpg,success,qwen35-397b,14.57,stop,coke; asparagus; strawberry; sour cream; egg; almond milk; oat milk; ketchup; land o'lakes butter; maple; mushroom; lime juice; mayonnaise,cola; asparagus; strawberry; sour cream; egg; almond milk; oat milk; ketchup; butter; maple; mushroom; lime juice; mayonnaise,asparagus; yogurt; oat milk; sparkling water; lime juice; soy sauce; hot sauce; mayonnaise; pasta; butter; cheddar cheese; parmesan cheese,asparagus; yogurt; oat milk; sparkling water; lime juice; soy sauce; hot sauce; mayonnaise; pasta; butter; cheese,5,6,8,0.4545,0.3846,0.4167,0,0.2632,asparagus; butter; lime juice; mayonnaise; oat milk,cheese; hot sauce; pasta; soy sauce; sparkling water; yogurt,almond milk; cola; egg; ketchup; maple; mushroom; sour cream; strawberry
20250619_172603_jpg.rf.e2989fe292b58d32319d6269dfa93833.jpg,data/raw/test/images/20250619_172603_jpg.rf.e2989fe292b58d32319d6269dfa93833.jpg,success,qwen35-397b,194.22,stop,mayonnaise; pickle; chilli sauce; soy sauce; jam,mayonnaise; pickle; hot sauce; soy sauce; jam,mayonnaise; syrup; pickle; mustard; hot sauce; jam; butter; yogurt; cheese; sauce; sauce; sauce; sauce,mayonnaise; syrup; pickle; mustard; hot sauce; jam; butter; yogurt; cheese,4,5,1,0.4444,0.8,0.5714,0,0.4,hot sauce; jam; mayonnaise; pickle,butter; cheese; mustard; syrup; yogurt,soy sauce
20250620_192116_jpg.rf.8331f9f5b12682011836323ff4238095.jpg,data/raw/test/images/20250620_192116_jpg.rf.8331f9f5b12682011836323ff4238095.jpg,success,qwen35-397b,10.74,stop,cucumber; cheese; carrot; orange; avocado; banana; lemon; yogurt; butter; egg; meat; bellpepper; tomato; bluebbery; milk; beer,cucumber; cheese; carrot; orange; avocado; banana; lemon; yogurt; butter; egg; meat; bell pepper; tomato; blueberry; milk; beer,carrot; orange; cucumber; yogurt; egg; lime; strawberry; tomato; lettuce; meat; butter; beer,carrot; orange; cucumber; yogurt; egg; lime; strawberry; tomato; lettuce; meat; butter; beer,9,3,7,0.75,0.5625,0.6429,0,0.4737,beer; butter; carrot; cucumber; egg; meat; orange; tomato; yogurt,lettuce; lime; strawberry,avocado; banana; bell pepper; blueberry; cheese; lemon; milk
DSC_5941_JPG_jpg.rf.9b0e937713fe04dfeb532595e4ed72b9.jpg,data/raw/test/images/DSC_5941_JPG_jpg.rf.9b0e937713fe04dfeb532595e4ed72b9.jpg,success,qwen35-397b,9.21,stop,carrot; strawberry; lemon; meat; green apple; chocolate; tomato; bread; flour; sugar; salt,carrot; strawberry; lemon; meat; apple; chocolate; tomato; bread; flour; sugar; salt,carrot; strawberry; lime; meat; bread; apple; asparagus; cheese; flour; yogurt; tomato,carrot; strawberry; lime; meat; bread; apple; asparagus; cheese; flour; yogurt; tomato,7,4,4,0.6364,0.6364,0.6364,0,0.4667,apple; bread; carrot; flour; meat; strawberry; tomato,asparagus; cheese; lime; yogurt,chocolate; lemon; salt; sugar
20250618_222535_jpg.rf.99f96018db8deed916555c4381d69261.jpg,data/raw/test/images/20250618_222535_jpg.rf.99f96018db8deed916555c4381d69261.jpg,success,qwen35-397b,193.75,stop,egg; butter; tomato; banana; yogurt; pickle; ketchup; blueberry; capsicum; onion,egg; butter; tomato; banana; yogurt; pickle; ketchup; blueberry; bell pepper; onion,tomato; banana; yogurt; blueberry; lettuce; bell pepper; broccoli; carrot,tomato; banana; yogurt; blueberry; lettuce; bell pepper; broccoli; carrot,5,3,5,0.625,0.5,0.5556,0,0.3846,banana; bell pepper; blueberry; tomato; yogurt,broccoli; carrot; lettuce,butter; egg; ketchup; onion; pickle
0984_jpeg.rf.41093ff7c6609eec624002e4d762047d.jpg,data/raw/test/images/0984_jpeg.rf.41093ff7c6609eec624002e4d762047d.jpg,success,qwen35-397b,28.51,stop,egg; beef broth; chocolate milk; ketchup; orange juice; sweet tea; water bottle; yogurt,egg; beef broth; chocolate milk; ketchup; orange juice; sweet tea; water; yogurt,water bottle; egg; butter; yogurt; flatbread; orange juice; milk; asparagus; lettuce; cheese; pickle; mustard; ketchup; hot sauce; salad dressing; soy sauce; juice; cream; green juice,water; egg; butter; yogurt; flatbread; orange juice; milk; asparagus; lettuce; cheese; pickle; mustard; ketchup; hot sauce; salad dressing; soy sauce; juice; cream; green juice,5,14,3,0.2632,0.625,0.3704,0,0.2273,egg; ketchup; orange juice; water; yogurt,asparagus; butter; cheese; cream; flatbread; green juice; hot sauce; juice; lettuce; milk; mustard; pickle; salad dressing; soy sauce,beef broth; chocolate milk; sweet tea
DSC_6067_JPG_jpg.rf.7cf2a9b99c19673a6da23e61bd1debdb.jpg,data/raw/test/images/DSC_6067_JPG_jpg.rf.7cf2a9b99c19673a6da23e61bd1debdb.jpg,success,qwen35-397b,8.06,stop,egg; banana; cheese; mushroom; green beans; onions; bread; carrot; pickle; chilli sauce,egg; banana; cheese; mushroom; green bean; onion; bread; carrot; pickle; hot sauce,bread; egg; banana; cheese; mushroom; green bean; margarine; potato,bread; egg; banana; cheese; mushroom; green bean; margarine; potato,6,2,4,0.75,0.6,0.6667,0,0.5,banana; bread; cheese; egg; green bean; mushroom,margarine; potato,carrot; hot sauce; onion; pickle
1w49a5xavly71_jpg.rf.e4c21786458c12b5b6205129a218be83.jpg,data/raw/test/images/1w49a5xavly71_jpg.rf.e4c21786458c12b5b6205129a218be83.jpg,success,qwen35-397b,6.82,stop,ketchup,ketchup,ketchup,ketchup,1,0,0,1.0,1.0,1.0,1,1.0,ketchup,,
DSC_5994_JPG_jpg.rf.9f83ec4ed43d98d62bf38e0041a28d9d.jpg,data/raw/test/images/DSC_5994_JPG_jpg.rf.9f83ec4ed43d98d62bf38e0041a28d9d.jpg,success,qwen35-397b,7.98,stop,almond; banana; egg; potato; blueberry; meat; chicken breast; green beans; bread,almond; banana; egg; potato; blueberry; meat; chicken; green bean; bread,zucchini; egg; lemon; blueberry; meat; bread; chicken breast; green bean,zucchini; egg; lemon; blueberry; meat; bread; chicken; green bean,6,2,3,0.75,0.6667,0.7059,0,0.5455,blueberry; bread; chicken; egg; green bean; meat,lemon; zucchini,almond; banana; potato
DSC_5959_JPG_jpg.rf.5394f74e076d0ff37c09531f0ee21049.jpg,data/raw/test/images/DSC_5959_JPG_jpg.rf.5394f74e076d0ff37c09531f0ee21049.jpg,success,qwen35-397b,7.32,stop,egg; spinach; sweet potato; onion; strawberry; mushroom; meat; green beans; bread,egg; spinach; sweet potato; onion; strawberry; mushroom; meat; green bean; bread,sweet potato; onion; mushroom; strawberry; meat; green bean; burger patty; butter; leafy green vegetable,sweet potato; onion; mushroom; strawberry; meat; green bean; burger patty; butter; leafy green vegetable,6,3,3,0.6667,0.6667,0.6667,0,0.5,green bean; meat; mushroom; onion; strawberry; sweet potato,burger patty; butter; leafy green vegetable,bread; egg; spinach
ly4mf7yepbvd1_jpeg.rf.b9a656fb0d4a1a4d9a353d96a97a25c0.jpg,data/raw/test/images/ly4mf7yepbvd1_jpeg.rf.b9a656fb0d4a1a4d9a353d96a97a25c0.jpg,success,qwen35-397b,51.96,stop,carrot; bread; orange juice,carrot; bread; orange juice,carrot; water; orange juice; milk,carrot; water; orange juice; milk,2,2,1,0.5,0.6667,0.5714,0,0.4,carrot; orange juice,milk; water,bread
2p5wfkocpds61_jpg.rf.8b0b1b471fd7a1ce7ea50bdc21cc7940.jpg,data/raw/test/images/2p5wfkocpds61_jpg.rf.8b0b1b471fd7a1ce7ea50bdc21cc7940.jpg,success,qwen35-397b,28.77,stop,yogurt; grapes; bellpepper; egg; milk; ketchup; barbeque sauce; mint sauce; lime pickle; cookies; jam; pepper sauce; cheese; butter; hummus,yogurt; grapes; bell pepper; egg; milk; ketchup; barbeque sauce; mint sauce; pickle; cookies; jam; hot sauce; cheese; butter; hummus,collagen powder; yogurt; egg; milk; ketchup; salad cream; mayonnaise; jam; pickle; cheese; butter; chicken; lettuce; cucumber; tomato; mushroom; hummus; bread; crisps; chocolate; juice; relish; mustard; salad dressing; pasta sauce; soup; dips; meat; fish; vegetables; fruit; dessert; snack; condiment; sauce; spread; preserve; beverage; drink; liquid; food; grocery; item; vegetable; fruit; green; berry; prepared food; leftover; sauce; drink; beverage; container; package,collagen powder; yogurt; egg; milk; ketchup; salad dressing; mayonnaise; jam; pickle; cheese; butter; chicken; lettuce; cucumber; tomato; mushroom; hummus; bread; crisps; chocolate; juice; relish; mustard; pasta sauce; soup; meat; fish; dessert; berry,9,20,6,0.3103,0.6,0.4091,0,0.2571,butter; cheese; egg; hummus; jam; ketchup; milk; pickle; yogurt,berry; bread; chicken; chocolate; collagen powder; crisps; cucumber; dessert; fish; juice; lettuce; mayonnaise; meat; mushroom; mustard; pasta sauce; relish; salad dressing; soup; tomato,barbeque sauce; bell pepper; cookies; grapes; hot sauce; mint sauce
0650_jpeg.rf.19d04c99c77fc56d18678e35c08fa1c2.jpg,data/raw/test/images/0650_jpeg.rf.19d04c99c77fc56d18678e35c08fa1c2.jpg,success,qwen35-397b,95.2,stop,lime/ lemon; egg; bellpepper; yogurt; chilli sauce; minced garlic; gochujhang; milk; ketchup; mayonnaise; pickle; chocolate,lime; lemon; egg; bell pepper; yogurt; hot sauce; garlic; gochujang; milk; ketchup; mayonnaise; pickle; chocolate,egg; lemon; ketchup; roasted red pepper; pickle,egg; lemon; ketchup; bell pepper; pickle,5,0,8,1.0,0.3846,0.5556,0,0.3846,bell pepper; egg; ketchup; lemon; pickle,,chocolate; garlic; gochujang; hot sauce; lime; mayonnaise; milk; yogurt
DSC_6096_JPG_jpg.rf.ad7083d1c5abb524ce2e9d3363972495.jpg,data/raw/test/images/DSC_6096_JPG_jpg.rf.ad7083d1c5abb524ce2e9d3363972495.jpg,success,qwen35-397b,22.76,stop,chicken; green apple; blueberry; egg; milk; meat; soy milk; carrot; strawberry,chicken; apple; blueberry; egg; milk; meat; soy milk; carrot; strawberry,apple; blueberry; egg; carrot; strawberry; mushroom; soy milk; ground meat; prepared food; bread,apple; blueberry; egg; carrot; strawberry; mushroom; soy milk; meat; bread,7,2,2,0.7778,0.7778,0.7778,0,0.6364,apple; blueberry; carrot; egg; meat; soy milk; strawberry,bread; mushroom,chicken; milk
a1kuvxriau2d1_jpeg.rf.a16fdf4516a55e095e28d878080e4454.jpg,data/raw/test/images/a1kuvxriau2d1_jpeg.rf.a16fdf4516a55e095e28d878080e4454.jpg,success,qwen35-397b,26.95,stop,apple; milk; skyr; cherry tomato; hummus; sweet chilli sauce; peri peri sauce; ketchup; spring onion; bell pepper; lime/lemon,apple; milk; yogurt; tomato; hummus; sweet chili sauce; peri peri sauce; ketchup; spring onion; bell pepper; lime/lemon,jar; skyr; yogurt; strawberry; bell pepper; spring onion; lemon; hot sauce; apple cider vinegar; coconut milk; ketchup; mustard; salad dressing; juice,yogurt; strawberry; bell pepper; spring onion; lemon; hot sauce; apple cider vinegar; coconut milk; ketchup; mustard; salad dressing; juice,4,8,7,0.3333,0.3636,0.3478,0,0.2105,bell pepper; ketchup; spring onion; yogurt,apple cider vinegar; coconut milk; hot sauce; juice; lemon; mustard; salad dressing; strawberry,apple; hummus; lime/lemon; milk; peri peri sauce; sweet chili sauce; tomato
