image_id,image_path,strategy,status,model,elapsed_seconds,normalized_ground_truth,normalized_vlm_predictions,tp,fp,fn,precision,recall,f1,exact_match,jaccard,true_positives,false_positives,false_negatives
DSC_5977_JPG_jpg.rf.cae1dffa0f9fdd97c4101d02cdd830b5.jpg,data/raw/train/images/DSC_5977_JPG_jpg.rf.cae1dffa0f9fdd97c4101d02cdd830b5.jpg,high_only,success,qwen35-397b,70.33,chicken; ground beef; onion,egg; cheese; asparagus; ground beef,1,3,2,0.25,0.3333,0.2857,0,0.1667,ground beef,asparagus; cheese; egg,chicken; onion
DSC_5909_JPG_jpg.rf.905339242b5fc71ecb84e6c8d092c3ad.jpg,data/raw/train/images/DSC_5909_JPG_jpg.rf.905339242b5fc71ecb84e6c8d092c3ad.jpg,high_only,success,qwen35-397b,29.89,banana; onion; strawberry; tomato,apple; cheese; strawberry; banana; tomato; sweet potato,3,3,1,0.5,0.75,0.6,0,0.4286,banana; strawberry; tomato,apple; cheese; sweet potato,onion
20250621_150133_jpg.rf.9adc24934417328fd8a8033cafaa8e2d.jpg,data/raw/train/images/20250621_150133_jpg.rf.9adc24934417328fd8a8033cafaa8e2d.jpg,high_only,success,qwen35-397b,42.17,apple; banana; bell pepper; butter; carrot; lemon; yogurt,lettuce; lime; carrot; tomato; lemon; bell pepper; apple; mango; yogurt; banana,6,4,1,0.6,0.8571,0.7059,0,0.5455,apple; banana; bell pepper; carrot; lemon; yogurt,lettuce; lime; mango; tomato,butter
w1r3mnziyhvd1_jpeg.rf.870f4e05ef1ab64284545f1446f44923.jpg,data/raw/train/images/w1r3mnziyhvd1_jpeg.rf.870f4e05ef1ab64284545f1446f44923.jpg,high_only,success,qwen35-397b,52.51,ketchup; pickle,milk; mayonnaise,0,2,2,0.0,0.0,0.0,0,0.0,,mayonnaise; milk,ketchup; pickle
20250621_000025_jpg.rf.c0de73d2921d41d8633ef7c961d9914b.jpg,data/raw/train/images/20250621_000025_jpg.rf.c0de73d2921d41d8633ef7c961d9914b.jpg,high_only,success,qwen35-397b,37.11,avocado; bell pepper; carrot; hot sauce; lettuce; milk,mayonnaise; orange; cucumber; tomato; avocado; bell pepper; hot sauce; apple,3,5,3,0.375,0.5,0.4286,0,0.2727,avocado; bell pepper; hot sauce,apple; cucumber; mayonnaise; orange; tomato,carrot; lettuce; milk
5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,data/raw/train/images/5m86rb2i5b6e1_jpeg.rf.832a6e115ab8931dc1586042a1318406.jpg,high_only,success,qwen35-397b,27.09,butter; cheese; chocolate syrup; egg; hot sauce; mustard; pasta sauce; salad dressing; salsa,mayonnaise; egg; almond milk; ketchup,1,3,8,0.25,0.1111,0.1538,0,0.0833,egg,almond milk; ketchup; mayonnaise,butter; cheese; chocolate syrup; hot sauce; mustard; pasta sauce; salad dressing; salsa
8d25lpb35lvd1_jpeg.rf.59982d82e26271b3e447e0d960a1b7fd.jpg,data/raw/train/images/8d25lpb35lvd1_jpeg.rf.59982d82e26271b3e447e0d960a1b7fd.jpg,high_only,success,qwen35-397b,48.91,apple; cream cheese; egg; hot sauce; lemon; lettuce; mayonnaise; milk; orange; salsa; spinach,hemp hearts,0,1,11,0.0,0.0,0.0,0,0.0,,hemp hearts,apple; cream cheese; egg; hot sauce; lemon; lettuce; mayonnaise; milk; orange; salsa; spinach
20250619_172455_jpg.rf.f413046a3013143088931b56ef6321f3.jpg,data/raw/train/images/20250619_172455_jpg.rf.f413046a3013143088931b56ef6321f3.jpg,high_only,success,qwen35-397b,74.47,pickle; tomato,tomato; pickle,2,0,0,1.0,1.0,1.0,1,1.0,pickle; tomato,,
0lbxdi753y7f1_jpeg.rf.68180848402318fcecc913cd0d18effe.jpg,data/raw/train/images/0lbxdi753y7f1_jpeg.rf.68180848402318fcecc913cd0d18effe.jpg,high_only,success,qwen35-397b,74.0,butter; tomato,margarine; pie,0,2,2,0.0,0.0,0.0,0,0.0,,margarine; pie,butter; tomato
8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,data/raw/train/images/8tz46i3bdx3e1_jpeg.rf.9320b6d08b6d43df233af169c7f831b6.jpg,high_only,success,qwen35-397b,28.45,butter; cheese; mayonnaise; milk; mustard; whipped cream,milk; soy sauce; bread; lettuce; mustard; mayonnaise; yogurt; butter; pizza; french fry; ice cream,4,7,2,0.3636,0.6667,0.4706,0,0.3077,butter; mayonnaise; milk; mustard,bread; french fry; ice cream; lettuce; pizza; soy sauce; yogurt,cheese; whipped cream
DSC_5914_JPG_jpg.rf.cbbcb8585aa18e86bc9da531b6f0cf78.jpg,data/raw/train/images/DSC_5914_JPG_jpg.rf.cbbcb8585aa18e86bc9da531b6f0cf78.jpg,high_only,success,qwen35-397b,73.8,apple; blueberry; cheese; milk; strawberry,apple; cheese; strawberry; blueberry; soy milk,4,1,1,0.8,0.8,0.8,0,0.6667,apple; blueberry; cheese; strawberry,soy milk,milk
mulypoxgms6f1_jpeg.rf.072b3c0fef4e72aabedce21eef139170.jpg,data/raw/train/images/mulypoxgms6f1_jpeg.rf.072b3c0fef4e72aabedce21eef139170.jpg,high_only,success,qwen35-397b,44.47,apple; bread; lettuce; mayonnaise; yogurt,apple; lettuce; lemon; yogurt; bread; milk; pea,4,3,1,0.5714,0.8,0.6667,0,0.5,apple; bread; lettuce; yogurt,lemon; milk; pea,mayonnaise
nw4d3j5hi1ae1_jpeg.rf.e57cee24d977499ee5099ee0e59ece2d.jpg,data/raw/train/images/nw4d3j5hi1ae1_jpeg.rf.e57cee24d977499ee5099ee0e59ece2d.jpg,high_only,success,qwen35-397b,50.12,apple; barbecue sauce; blueberry; bread; egg; grape; hot sauce; ketchup; lemon; mayonnaise; salad dressing; salsa,milk; butter; egg; yogurt; grape; olive; mustard; mayonnaise,3,5,9,0.375,0.25,0.3,0,0.1765,egg; grape; mayonnaise,butter; milk; mustard; olive; yogurt,apple; barbecue sauce; blueberry; bread; hot sauce; ketchup; lemon; salad dressing; salsa
12khbw4mcod51_jpg.rf.b7d3ae31a70fb581e134a5df8b48a439.jpg,data/raw/train/images/12khbw4mcod51_jpg.rf.b7d3ae31a70fb581e134a5df8b48a439.jpg,high_only,success,qwen35-397b,71.17,ketchup; milk,gnocchi; pasta; carrot; protein shake; ketchup; milk; salad,2,5,0,0.2857,1.0,0.4444,0,0.2857,ketchup; milk,carrot; gnocchi; pasta; protein shake; salad,
zqcd80k52a651_jpg.rf.136633a3d184af61e05b53679c3d6d8e.jpg,data/raw/train/images/zqcd80k52a651_jpg.rf.136633a3d184af61e05b53679c3d6d8e.jpg,high_only,success,qwen35-397b,54.46,bell pepper; carrot; cream cheese; milk; orange; pasta sauce,corn flakes; lettuce; butter; orange; cheese; broccoli; plant milk,1,6,5,0.1429,0.1667,0.1538,0,0.0833,orange,broccoli; butter; cheese; corn flakes; lettuce; plant milk,bell pepper; carrot; cream cheese; milk; pasta sauce
havent-seen-any-posts-from-ppl-from-my-country-v0-z0jzz4585y7f1_webp.rf.a068dfd6e257804c1433ec7fbd1354bf.jpg,data/raw/train/images/havent-seen-any-posts-from-ppl-from-my-country-v0-z0jzz4585y7f1_webp.rf.a068dfd6e257804c1433ec7fbd1354bf.jpg,high_only,success,qwen35-397b,53.42,bell pepper; tomato,celery,0,1,2,0.0,0.0,0.0,0,0.0,,celery,bell pepper; tomato
20250621_145951_jpg.rf.f9174fe5f3c36c5c3358b6d9a29d83cf.jpg,data/raw/train/images/20250621_145951_jpg.rf.f9174fe5f3c36c5c3358b6d9a29d83cf.jpg,high_only,success,qwen35-397b,47.58,apple; bell pepper; butter; cucumber; lemon; spinach,apple; lemon; bell pepper; banana; avocado; tomato; cucumber; carrot,4,4,2,0.5,0.6667,0.5714,0,0.4,apple; bell pepper; cucumber; lemon,avocado; banana; carrot; tomato,butter; spinach
DSC_6027_JPG_jpg.rf.e283a8325f07013ac6f88d62aa26cb1b.jpg,data/raw/train/images/DSC_6027_JPG_jpg.rf.e283a8325f07013ac6f88d62aa26cb1b.jpg,high_only,success,qwen35-397b,36.78,banana; chicken; milk; mushroom; whipped cream,bread; tomato; mushroom; banana; cake; egg; chicken,3,4,2,0.4286,0.6,0.5,0,0.3333,banana; chicken; mushroom,bread; cake; egg; tomato,milk; whipped cream
yeo9bmon3p451_jpg.rf.32458d0fc93cfd7ccd3562388cf53d14.jpg,data/raw/train/images/yeo9bmon3p451_jpg.rf.32458d0fc93cfd7ccd3562388cf53d14.jpg,high_only,success,qwen35-397b,62.39,apple; avocado; hot sauce; pasta sauce; strawberry,blueberry; strawberry; yogurt; hot sauce; ketchup; pickle,2,4,3,0.3333,0.4,0.3636,0,0.2222,hot sauce; strawberry,blueberry; ketchup; pickle; yogurt,apple; avocado; pasta sauce
u5ybfh84tpyd1_jpeg.rf.ea317ad3f442010a3c57d8729b9a700a.jpg,data/raw/train/images/u5ybfh84tpyd1_jpeg.rf.ea317ad3f442010a3c57d8729b9a700a.jpg,high_only,success,qwen35-397b,50.19,egg; yogurt,egg; lemon; yogurt; butter,2,2,0,0.5,1.0,0.6667,0,0.5,egg; yogurt,butter; lemon,
38wrf0tv6m1f1_jpeg.rf.f7fe54e6ac27b25f027c9d0be7cdadef.jpg,data/raw/train/images/38wrf0tv6m1f1_jpeg.rf.f7fe54e6ac27b25f027c9d0be7cdadef.jpg,high_only,success,qwen35-397b,62.63,barbecue sauce; milk,fish; cheese; cream cheese; milk,1,3,1,0.25,0.5,0.3333,0,0.2,milk,cheese; cream cheese; fish,barbecue sauce
DSC_5895_JPG_jpg.rf.46ae66905fb0f18ac333eb50ec3e348f.jpg,data/raw/train/images/DSC_5895_JPG_jpg.rf.46ae66905fb0f18ac333eb50ec3e348f.jpg,high_only,success,qwen35-397b,44.19,celery; chicken; ground beef; mushroom; strawberry; tomato,blueberry; banana; margarine; mushroom; strawberry; spring onion; tomato,3,4,3,0.4286,0.5,0.4615,0,0.3,mushroom; strawberry; tomato,banana; blueberry; margarine; spring onion,celery; chicken; ground beef
DSC_5925_JPG_jpg.rf.1f622d5bc7ab09fb045db42255e3829e.jpg,data/raw/train/images/DSC_5925_JPG_jpg.rf.1f622d5bc7ab09fb045db42255e3829e.jpg,high_only,success,qwen35-397b,36.31,banana; blueberry; ground beef; mushroom; onion; tomato,strawberry; tomato; banana; mushroom; spinach; onion; blueberry; ground beef,6,2,0,0.75,1.0,0.8571,0,0.75,banana; blueberry; ground beef; mushroom; onion; tomato,spinach; strawberry,
2nhgchvk7a4e1_jpeg.rf.3b7b86948fbe50eb1c5da7b8dda6e6ee.jpg,data/raw/train/images/2nhgchvk7a4e1_jpeg.rf.3b7b86948fbe50eb1c5da7b8dda6e6ee.jpg,high_only,success,qwen35-397b,51.56,apple; cabbage; cheese; egg,almond milk; cheese; egg; lettuce; apple,3,2,1,0.6,0.75,0.6667,0,0.5,apple; cheese; egg,almond milk; lettuce,cabbage
20250619_212231_jpg.rf.9243022c180a4a508ec1d95edadcb680.jpg,data/raw/train/images/20250619_212231_jpg.rf.9243022c180a4a508ec1d95edadcb680.jpg,high_only,success,qwen35-397b,56.94,asparagus; carrot; lime,carrot; lettuce; blueberry; pickle; lime,2,3,1,0.4,0.6667,0.5,0,0.3333,carrot; lime,blueberry; lettuce; pickle,asparagus
dwm7louwwx5e1_jpeg.rf.7a415973d2df9f2efa58ea8b7d75d912.jpg,data/raw/train/images/dwm7louwwx5e1_jpeg.rf.7a415973d2df9f2efa58ea8b7d75d912.jpg,high_only,success,qwen35-397b,30.84,apple; barbecue sauce; chocolate syrup; egg; hot sauce,cream cheese; mustard; milk,0,3,5,0.0,0.0,0.0,0,0.0,,cream cheese; milk; mustard,apple; barbecue sauce; chocolate syrup; egg; hot sauce
rmyz31dmn2x51_jpg.rf.6f37ebd5e3a66a440c6fecfba3a93b3b.jpg,data/raw/train/images/rmyz31dmn2x51_jpg.rf.6f37ebd5e3a66a440c6fecfba3a93b3b.jpg,high_only,success,qwen35-397b,46.23,hot sauce; mustard; orange; pickle; whipped cream,orange; hot sauce; mustard; pickle,4,0,1,1.0,0.8,0.8889,0,0.8,hot sauce; mustard; orange; pickle,,whipped cream
DSC_5820_JPG_jpg.rf.9bbecb9654dad7fa2b59714de1215ce9.jpg,data/raw/train/images/DSC_5820_JPG_jpg.rf.9bbecb9654dad7fa2b59714de1215ce9.jpg,high_only,success,qwen35-397b,36.97,bacon; banana; blueberry; butter; carrot; cheese; chicken; lime; potato,blueberry; strawberry; onion; margarine; cheese; banana; carrot; avocado,4,4,5,0.5,0.4444,0.4706,0,0.3077,banana; blueberry; carrot; cheese,avocado; margarine; onion; strawberry,bacon; butter; chicken; lime; potato
0961_jpeg.rf.91e2e64b7e169fc445677eb7dc479f02.jpg,data/raw/train/images/0961_jpeg.rf.91e2e64b7e169fc445677eb7dc479f02.jpg,high_only,success,qwen35-397b,37.13,egg; hummus; milk; raspberry,grape; blackberry; egg; yogurt; milk; cheese; carrot,2,5,2,0.2857,0.5,0.3636,0,0.2222,egg; milk,blackberry; carrot; cheese; grape; yogurt,hummus; raspberry
mnthdsddij1f1_jpeg.rf.f7e21d1eb97bf80a19da08a6005ad04f.jpg,data/raw/train/images/mnthdsddij1f1_jpeg.rf.f7e21d1eb97bf80a19da08a6005ad04f.jpg,high_only,success,qwen35-397b,38.93,apple; avocado; bell pepper; butter; egg; ketchup; lime; milk; whipped cream; yogurt,egg; avocado; apple; bell pepper; carrot; milk; bread,5,2,5,0.7143,0.5,0.5882,0,0.4167,apple; avocado; bell pepper; egg; milk,bread; carrot,butter; ketchup; lime; whipped cream; yogurt
0qk4z02qs7d61_jpg.rf.421a123f57647bc8d648497795dcdbed.jpg,data/raw/train/images/0qk4z02qs7d61_jpg.rf.421a123f57647bc8d648497795dcdbed.jpg,high_only,success,qwen35-397b,67.35,carrot; celery; cucumber,pasta sauce; margarine; cucumber; carrot; zucchini; onion; celery; pineapple,3,5,0,0.375,1.0,0.5455,0,0.375,carrot; celery; cucumber,margarine; onion; pasta sauce; pineapple; zucchini,
erd6jzcgmr1f1_jpeg.rf.c345e86d392370ef9d4a67d1c47be518.jpg,data/raw/train/images/erd6jzcgmr1f1_jpeg.rf.c345e86d392370ef9d4a67d1c47be518.jpg,high_only,success,qwen35-397b,91.03,apple; bell pepper; bread; cheese; hot sauce; lettuce; lime,milk; cheese; pickle; lettuce; orange; lemon,2,4,5,0.3333,0.2857,0.3077,0,0.1818,cheese; lettuce,lemon; milk; orange; pickle,apple; bell pepper; bread; hot sauce; lime
DSC_5764_JPG_jpg.rf.411120a754480313fa39024fd47100b9.jpg,data/raw/train/images/DSC_5764_JPG_jpg.rf.411120a754480313fa39024fd47100b9.jpg,high_only,success,qwen35-397b,40.13,banana; blueberry; carrot; ground beef; lime; milk; onion; sweet potato; tomato,tomato; blueberry; carrot; lime; banana; soy milk,5,1,4,0.8333,0.5556,0.6667,0,0.5,banana; blueberry; carrot; lime; tomato,soy milk,ground beef; milk; onion; sweet potato
DSC_5973_JPG_jpg.rf.d12d4f2a86ce472e01b4de96b20ec0b8.jpg,data/raw/train/images/DSC_5973_JPG_jpg.rf.d12d4f2a86ce472e01b4de96b20ec0b8.jpg,high_only,success,qwen35-397b,69.4,blueberry; butter; egg; onion; potato; sweet potato,egg; bread; lemon; potato; avocado; blueberry; butter; cheese,4,4,2,0.5,0.6667,0.5714,0,0.4,blueberry; butter; egg; potato,avocado; bread; cheese; lemon,onion; sweet potato
0502_jpeg.rf.de6c90849afd15a5436519d161cf7dd5.jpg,data/raw/train/images/0502_jpeg.rf.de6c90849afd15a5436519d161cf7dd5.jpg,high_only,success,qwen35-397b,51.45,asparagus; barbecue sauce; chicken; egg; hot sauce; lettuce; lime,egg; margarine; yogurt; cheese; salad; carrot; lime,2,5,5,0.2857,0.2857,0.2857,0,0.1667,egg; lime,carrot; cheese; margarine; salad; yogurt,asparagus; barbecue sauce; chicken; hot sauce; lettuce
bg8f4fnb01e41_jpg.rf.bd3284a97af339b89f2d702a1897e1d7.jpg,data/raw/train/images/bg8f4fnb01e41_jpg.rf.bd3284a97af339b89f2d702a1897e1d7.jpg,high_only,success,qwen35-397b,69.95,avocado; barbecue sauce; butter; celery; egg; hot sauce; lemon; milk; tortilla,butter; yogurt; almond milk; cold brew coffee; milk; egg; lemon; ketchup; cabbage,4,5,5,0.4444,0.4444,0.4444,0,0.2857,butter; egg; lemon; milk,almond milk; cabbage; cold brew coffee; ketchup; yogurt,avocado; barbecue sauce; celery; hot sauce; tortilla
qtta8z2251se1_jpeg.rf.2365c935973a6e11fbd2ff0ce893e532.jpg,data/raw/train/images/qtta8z2251se1_jpeg.rf.2365c935973a6e11fbd2ff0ce893e532.jpg,high_only,success,qwen35-397b,76.26,apple; banana; cheese; cream cheese; egg; sour cream; yogurt,butter; yogurt; cream cheese; cheese; bacon dip; broccolini; watermelon; apple; grape; melon; chia seed; banana; lemon; salad,5,9,2,0.3571,0.7143,0.4762,0,0.3125,apple; banana; cheese; cream cheese; yogurt,bacon dip; broccolini; butter; chia seed; grape; lemon; melon; salad; watermelon,egg; sour cream
0070_jpeg.rf.50e3be07710488fae255bb49fbc9126a.jpg,data/raw/train/images/0070_jpeg.rf.50e3be07710488fae255bb49fbc9126a.jpg,high_only,success,qwen35-397b,60.04,egg; milk,milk; egg; baking soda,2,1,0,0.6667,1.0,0.8,0,0.6667,egg; milk,baking soda,
DSC_6036_JPG_jpg.rf.4d04a9850c907435e34928e4ba31dad1.jpg,data/raw/train/images/DSC_6036_JPG_jpg.rf.4d04a9850c907435e34928e4ba31dad1.jpg,high_only,success,qwen35-397b,57.72,carrot; cheese; egg; lime; potato; tomato,tomato; carrot; lime; cheese; egg; potato,6,0,0,1.0,1.0,1.0,1,1.0,carrot; cheese; egg; lime; potato; tomato,,
20250621_153308_jpg.rf.ecbf33bac42beea937b638c44db76d96.jpg,data/raw/train/images/20250621_153308_jpg.rf.ecbf33bac42beea937b638c44db76d96.jpg,high_only,success,qwen35-397b,55.27,apple; banana; bell pepper; butter; carrot; cheese; chicken; cucumber; lettuce; mustard; yogurt,lettuce; avocado; carrot; apple; tomato; banana; yogurt; cucumber; bell pepper; orange,7,3,4,0.7,0.6364,0.6667,0,0.5,apple; banana; bell pepper; carrot; cucumber; lettuce; yogurt,avocado; orange; tomato,butter; cheese; chicken; mustard
DSC_5870_JPG_jpg.rf.fea918b6468847ffc6e9248168d4c76f.jpg,data/raw/train/images/DSC_5870_JPG_jpg.rf.fea918b6468847ffc6e9248168d4c76f.jpg,high_only,success,qwen35-397b,54.79,banana; blueberry; carrot; chicken; spinach; tomato,cheese; tomato; carrot; chicken; banana,4,1,2,0.8,0.6667,0.7273,0,0.5714,banana; carrot; chicken; tomato,cheese,blueberry; spinach
naid6xbl9t5f1_jpeg.rf.3e8593e6c185e7edf10d9f187eab5d05.jpg,data/raw/train/images/naid6xbl9t5f1_jpeg.rf.3e8593e6c185e7edf10d9f187eab5d05.jpg,high_only,success,qwen35-397b,56.25,hot sauce; milk; yogurt,milk; almond milk; egg; blueberry,1,3,2,0.25,0.3333,0.2857,0,0.1667,milk,almond milk; blueberry; egg,hot sauce; yogurt
0932_jpeg.rf.e03ba66c2977eff4cb3a7a86c6b85985.jpg,data/raw/train/images/0932_jpeg.rf.e03ba66c2977eff4cb3a7a86c6b85985.jpg,high_only,success,qwen35-397b,52.95,egg; ketchup; strawberry,oat milk; almond milk; cream cheese; egg; strawberry,2,3,1,0.4,0.6667,0.5,0,0.3333,egg; strawberry,almond milk; cream cheese; oat milk,ketchup
dyts370h4v8e1_jpeg.rf.3e8df1ddf42c9f2096b08ab6d08b597e.jpg,data/raw/train/images/dyts370h4v8e1_jpeg.rf.3e8df1ddf42c9f2096b08ab6d08b597e.jpg,high_only,success,qwen35-397b,47.12,carrot; cheese; grape; pickle,cheese; butter; mustard; mayonnaise; pickle; jam,2,4,2,0.3333,0.5,0.4,0,0.25,cheese; pickle,butter; jam; mayonnaise; mustard,carrot; grape
liwyg6fudryd1_jpeg.rf.7534331e8a564f2225825d5ee86c5daf.jpg,data/raw/train/images/liwyg6fudryd1_jpeg.rf.7534331e8a564f2225825d5ee86c5daf.jpg,high_only,success,qwen35-397b,60.07,egg; ketchup; mustard; yogurt,yogurt; mustard; ketchup; onion; cheese,3,2,1,0.6,0.75,0.6667,0,0.5,ketchup; mustard; yogurt,cheese; onion,egg
20250621_145632_jpg.rf.3361b3a3679562405db79999b26a254d.jpg,data/raw/train/images/20250621_145632_jpg.rf.3361b3a3679562405db79999b26a254d.jpg,high_only,success,qwen35-397b,64.06,apple; avocado; banana; butter; chicken; lemon; orange; spinach; yogurt,chicken; carrot; avocado; apple; banana; orange; yogurt,6,1,3,0.8571,0.6667,0.75,0,0.6,apple; avocado; banana; chicken; orange; yogurt,carrot,butter; lemon; spinach
x0sosl3epju61_jpg.rf.53b74e2e871204599e8a9115bf9abcc5.jpg,data/raw/train/images/x0sosl3epju61_jpg.rf.53b74e2e871204599e8a9115bf9abcc5.jpg,high_only,success,qwen35-397b,52.13,apple; bell pepper; carrot; cucumber; egg; ketchup; lemon; orange,egg; milk; apple; orange; lemon; bell pepper; cucumber; carrot,7,1,1,0.875,0.875,0.875,0,0.7778,apple; bell pepper; carrot; cucumber; egg; lemon; orange,milk,ketchup
dz4pix0bib5e1_jpeg.rf.732264e74b53e4c3ec2947f056b3eee6.jpg,data/raw/train/images/dz4pix0bib5e1_jpeg.rf.732264e74b53e4c3ec2947f056b3eee6.jpg,high_only,success,qwen35-397b,48.8,barbecue sauce; hot sauce; lime; salad dressing; salsa; sour cream,egg; butter; tomato; sour cream; carrot; pineapple; lettuce; lime; bread; pickle,2,8,4,0.2,0.3333,0.25,0,0.1429,lime; sour cream,bread; butter; carrot; egg; lettuce; pickle; pineapple; tomato,barbecue sauce; hot sauce; salad dressing; salsa
0586_jpeg.rf.4261bffb70f2026c1db00e48960af25f.jpg,data/raw/train/images/0586_jpeg.rf.4261bffb70f2026c1db00e48960af25f.jpg,high_only,success,qwen35-397b,58.37,egg; ketchup; mayonnaise; orange; spinach,egg; butter; orange; lettuce,2,2,3,0.5,0.4,0.4444,0,0.2857,egg; orange,butter; lettuce,ketchup; mayonnaise; spinach
DSC_5860_JPG_jpg.rf.3b69265fdaba32cc3564df40037b9fb3.jpg,data/raw/train/images/DSC_5860_JPG_jpg.rf.3b69265fdaba32cc3564df40037b9fb3.jpg,high_only,success,qwen35-397b,31.09,bacon; blueberry; carrot; cheese; chicken; green bean; lettuce; lime; mushroom; sweet potato; tomato,lime; sweet potato; carrot; blueberry; tomato; chicken; mushroom,7,0,4,1.0,0.6364,0.7778,0,0.6364,blueberry; carrot; chicken; lime; mushroom; sweet potato; tomato,,bacon; cheese; green bean; lettuce
